패턴 고유 ID (PK),"기획 소통용
탑_타입_번호","패턴 타입
0=이동
1=투사체
2=영역
3=소환수
4=트리거",세부 패턴 구분,지속 시간 (초 단위),예고 시간 (초 단위),기본 쿨타임 (초 단위),패턴 값,데미지 배율,패턴 발동 감지 범위 (월드 유닛 단위),이동 유지 시간 (초 단위),지그재그 폭 (월드 유닛 단위),점프 높이 (월드 유닛 단위),추적 유지 시간 (초 단위),"도망 패턴 타겟 유형
0=플레이어 반대 방향
1=밀집 지역
2=지정 위치",돌진 속도,"투사체 타입
0=직선
1=포물선
2=공전
3=레이저",투사체 속도,"투사체 크기
(월드 유닛 단위)",발사 개수,연속 발사 간격 (초 단위),투사체 유지 시간 (초 단위),"투사체 관통 타입
0=소멸
1=관통
2=반사","유도 여부
false = 유도 안 함
true = 유도함",포물선 최고점 높이 (월드 유닛 단위),공전 반경 (월드 유닛 단위),"범위 반경
(월드 유닛 단위)",범위 피해 간격 (초 단위),"타겟 기준
0=플레이어 기준
1=보스 기준
2=랜덤 구역",폭발 반경 (월드 유닛 단위),소환 몬스터 ID,소환수 마리수,"소환 범위
(월드 유닛 단위)","
소환 위치 기준
0=플레이어 기준
1=보스 기준","디버프 타입
0=지속피해
1=스턴
2=이동 속도 감소",디버프 지속 시간 (초 단위),디버프 수치,지속 피해 간격 (초 단위),"바리게이트 모양
0=직사각형
1=원형","바리게이트 타겟
0=플레이어만
1=보스만
2=플레이어, 보스 함께
3= 아무도 없는 위치","바리게이트
가로 길이
 (월드 유닛 단위)","바리게이트
직사각형
세로 길이
(월드 유닛 단위)","생성 기준점
0=플레이어 기준
1=보스 기준
2=고정 좌표
 (월드 유닛 단위)","생성 기준점 대비 X 오프셋
 (월드 유닛 단위)","생성 기준점 대비 Y 오프셋
 (월드 유닛 단위)",접촉 데미지,"이동 차단 여부
false = 이동 가능
true = 이동 불가"
220103,2_B_07,1,projectile_follow,null,null,5,null,2,2.5,null,null,null,null,null,null,null,0.8,0.2,2,10,5,1,TRUE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220104,2_B_07,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220105,2_B_07,2,area_safe,5,8,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,3,0.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220106,2_B_08,1,projectile_follow,null,null,5,null,2,2.5,null,null,null,null,null,null,null,0.8,0.2,2,10,5,1,TRUE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220107,2_B_08,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220108,2_B_08,2,area_safe,5,8,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,3,0.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220109,2_B_08,4,trigger_exp_absorb,3,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220110,2_B_09,1,projectile_follow,null,null,5,null,2,2.5,null,null,null,null,null,null,null,0.8,0.2,2,10,5,1,TRUE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220111,2_B_09,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220112,2_B_09,2,area_safe,5,8,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,3,0.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220113,2_B_09,4,trigger_exp_absorb,3,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220114,2_B_10,1,projectile_follow,null,null,5,null,2,2.5,null,null,null,null,null,null,null,0.8,0.2,2,10,5,1,TRUE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220115,2_B_10,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220116,2_B_10,2,area_safe,5,8,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,3,0.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220117,2_B_10,4,trigger_exp_absorb,3,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220118,3_B_01,0,move_jump,null,3,null,1.5,2,2,null,null,2,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220119,3_B_02,0,move_jump,null,3,null,1.5,2,2,null,null,2,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220120,3_B_03,0,move_jump,null,3,null,1.5,2,2,null,null,2,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220121,3_B_03,1,projectile_throw,null,null,3,null,2,2,null,null,null,null,null,null,1,0.8,0.4,2,0.8,7,1,FALSE,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220122,3_B_04,0,move_jump,null,3,null,1.5,2,2,null,null,2,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220123,3_B_04,1,projectile_throw,null,null,3,null,2,2,null,null,null,null,null,null,1,0.8,0.4,2,0.8,7,1,FALSE,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220124,3_B_05,1,projectile_follow,null,null,5,null,2,2.5,null,null,null,null,null,null,null,0.8,0.2,2,10,5,1,TRUE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220125,3_B_05,1,projectile_laser_dot,3,3,null,null,1.5,null,null,null,null,null,null,null,null,null,0.8,8,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,0,5,10,0.2,null,null,null,null,null,null,null,null,FALSE
220126,3_B_05,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220127,3_B_06,1,projectile_follow,null,null,5,null,2,2.5,null,null,null,null,null,null,null,0.8,0.2,2,10,5,1,TRUE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220128,3_B_06,1,projectile_laser_dot,3,3,null,null,1.5,null,null,null,null,null,null,null,null,null,0.8,8,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,0,5,10,0.2,null,null,null,null,null,null,null,null,FALSE
220129,3_B_06,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220130,3_B_07,1,projectile_follow,null,null,5,null,2,2.5,null,null,null,null,null,null,null,0.8,0.2,2,10,5,1,TRUE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220131,3_B_07,1,projectile_laser_dot,3,3,null,null,1.5,null,null,null,null,null,null,null,null,null,0.8,6,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,0,5,10,0.2,null,null,null,null,null,null,null,null,FALSE
220132,3_B_07,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220133,3_B_08,1,projectile_follow,null,null,5,null,2,2.5,null,null,null,null,null,null,null,0.8,0.2,2,10,5,1,TRUE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220134,3_B_08,1,projectile_laser_dot,3,3,null,null,1.5,null,null,null,null,null,null,null,null,null,0.8,6,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,0,5,10,0.2,null,null,null,null,null,null,null,null,FALSE
220135,3_B_08,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220136,3_B_08,4,trigger_dirty_spawn,20,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,5,2,1,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220137,3_B_09,1,projectile_follow,null,null,5,null,2,2.5,null,null,null,null,null,null,null,0.8,0.2,2,10,5,1,TRUE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220138,3_B_09,1,projectile_laser_dot,3,3,null,null,1.5,null,null,null,null,null,null,null,null,null,0.8,4,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,0,5,10,0.2,null,null,null,null,null,null,null,null,FALSE
220139,3_B_09,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220140,3_B_09,4,trigger_dirty_spawn,20,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,6,2,1,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220141,3_B_10,1,projectile_follow,null,null,5,null,2,2.5,null,null,null,null,null,null,null,0.8,0.2,2,10,5,1,TRUE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220142,3_B_10,1,projectile_laser_dot,3,3,null,null,1.5,null,null,null,null,null,null,null,null,null,0.8,4,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,0,5,10,0.2,null,null,null,null,null,null,null,null,FALSE
220143,3_B_10,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220144,3_B_10,4,trigger_dirty_spawn,20,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,7,2,1,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220145,4_B_01,1,projectile_reflect,null,null,3,null,2,2,null,null,null,null,null,null,0,0.8,0.2,5,0.5,2,2,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220146,4_B_02,1,projectile_reflect,null,null,3,null,2,2,null,null,null,null,null,null,0,0.8,0.2,5,0.5,2,2,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220147,4_B_03,0,move_blink,null,3,null,null,null,2.5,null,null,null,null,null,3,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220148,4_B_03,1,projectile_reflect,null,null,3,null,2,2,null,null,null,null,null,null,0,0.8,0.2,5,0.5,2,2,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220149,4_B_04,0,move_blink,null,3,null,null,null,2.5,null,null,null,null,null,3,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220150,4_B_04,1,projectile_reflect,null,null,3,null,2,2,null,null,null,null,null,null,0,0.8,0.2,5,0.5,2,2,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220151,4_B_05,0,move_blink,null,3,null,null,null,2.5,null,null,null,null,null,3,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220152,4_B_05,1,projectile_reflect,null,null,3,null,2,2,null,null,null,null,null,null,0,0.8,0.2,5,0.5,2,2,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220153,4_B_05,2,area_barrier,10,3,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,3,1,1,0,1,1,1,TRUE
220154,4_B_06,0,move_blink,null,3,null,null,null,2.5,null,null,null,null,null,3,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220155,4_B_06,1,projectile_reflect,null,null,3,null,2,2,null,null,null,null,null,null,0,0.8,0.2,5,0.5,2,2,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220156,4_B_06,2,area_barrier,10,3,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,1,1,1,1,null,null,1,TRUE
220157,4_B_07,0,move_blink,null,3,null,null,null,2.5,null,null,null,null,null,3,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220158,4_B_07,1,projectile_reflect,null,null,3,null,2,2,null,null,null,null,null,null,0,0.8,0.2,5,0.5,2,2,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220159,4_B_07,2,area_barrier,10,3,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,1,1,1,1,null,null,1,TRUE
220160,4_B_08,0,move_blink,null,3,null,null,null,2.5,null,null,null,null,null,3,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220161,4_B_08,1,projectile_reflect,null,null,3,null,2,2,null,null,null,null,null,null,0,0.8,0.2,5,0.5,2,2,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220162,4_B_08,1,projectile_laser_slow,3,3,null,null,1.5,null,null,null,null,null,null,null,null,null,0.8,8,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,2,5,0.6,null,null,null,null,null,null,null,null,null,FALSE
220163,4_B_08,2,area_barrier,10,3,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,1,1,0,null,null,1,TRUE
220164,4_B_09,0,move_blink,null,3,null,null,null,2.5,null,null,null,null,null,3,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220165,4_B_09,1,projectile_reflect,null,null,3,null,2,2,null,null,null,null,null,null,0,0.8,0.2,5,0.5,2,2,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220166,4_B_09,1,projectile_laser_slow,3,3,null,null,1.5,null,null,null,null,null,null,null,null,null,0.8,8,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,2,5,0.6,null,null,null,null,null,null,null,null,null,FALSE
220167,4_B_09,2,area_barrier,10,3,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,1,1,0,null,null,1,TRUE
220168,4_B_10,0,move_blink,null,3,null,null,null,2.5,null,null,null,null,null,3,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220169,4_B_10,1,projectile_reflect,null,null,3,null,2,2,null,null,null,null,null,null,0,0.8,0.2,5,0.5,2,2,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220170,4_B_10,1,projectile_laser_slow,3,3,null,null,1.5,null,null,null,null,null,null,null,null,null,0.8,6,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,2,5,0.6,null,null,null,null,null,null,null,null,null,FALSE
220171,4_B_10,2,area_barrier,10,3,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,1,1,0,null,null,1,TRUE
220172,5_B_01,1,projectile_pierce,null,null,3,null,2,2,null,null,null,null,null,null,0,1.2,0.2,5,0.5,3,1,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220173,5_B_02,1,projectile_pierce,null,null,3,null,2,2,null,null,null,null,null,null,0,1.2,0.2,5,0.5,3,1,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220174,5_B_03,1,projectile_pierce,null,null,3,null,2,2,null,null,null,null,null,null,0,1.2,0.2,5,0.5,3,1,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220175,5_B_03,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220176,5_B_04,1,projectile_pierce,null,null,3,null,2,2,null,null,null,null,null,null,0,1.2,0.2,5,0.5,3,1,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220177,5_B_04,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220178,5_B_05,1,projectile_pierce,null,null,3,null,2,2,null,null,null,null,null,null,0,1.2,0.2,5,0.5,3,1,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220179,5_B_05,1,projectile_turn,7,null,3,null,2,null,null,null,null,null,null,null,2,1,0.3,6,1,null,null,FALSE,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220180,5_B_05,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220181,5_B_06,1,projectile_pierce,null,null,3,null,2,2,null,null,null,null,null,null,0,1.2,0.2,5,0.5,3,1,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220182,5_B_06,1,projectile_turn,7,null,3,null,2,null,null,null,null,null,null,null,2,1,0.3,6,1,null,null,FALSE,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220183,5_B_06,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220184,5_B_07,1,projectile_pierce,null,null,3,null,2,2,null,null,null,null,null,null,0,1.2,0.2,5,0.5,3,1,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220185,5_B_07,1,projectile_turn,7,null,3,null,2,null,null,null,null,null,null,null,2,1,0.3,6,1,null,null,FALSE,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220186,5_B_07,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220187,5_B_08,1,projectile_pierce,null,null,3,null,2,2,null,null,null,null,null,null,0,1.2,0.2,5,0.5,3,1,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220188,5_B_08,1,projectile_turn,7,null,3,null,2,null,null,null,null,null,null,null,2,1,0.3,6,1,null,null,FALSE,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220189,5_B_08,1,projectile_laser_stun,3,3,null,null,2,null,null,null,null,null,null,null,null,null,0.8,6,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,1,5,null,null,null,null,null,null,null,null,null,null,FALSE
220190,5_B_08,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220191,5_B_09,1,projectile_pierce,null,null,3,null,2,2,null,null,null,null,null,null,0,1.2,0.2,5,0.5,3,1,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220192,5_B_09,1,projectile_turn,7,null,3,null,2,null,null,null,null,null,null,null,2,1,0.3,6,1,null,null,FALSE,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220193,5_B_09,1,projectile_laser_stun,3,3,null,null,2,null,null,null,null,null,null,null,null,null,0.8,4,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,1,5,null,null,null,null,null,null,null,null,null,null,FALSE
220194,5_B_09,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220195,5_B_10,1,projectile_pierce,null,null,3,null,2,2,null,null,null,null,null,null,0,1.2,0.2,5,0.5,3,1,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220196,5_B_10,1,projectile_turn,7,null,3,null,2,null,null,null,null,null,null,null,2,1,0.3,6,1,null,null,FALSE,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220197,5_B_10,1,projectile_laser_stun,3,3,null,null,2,null,null,null,null,null,null,null,null,null,0.8,4,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,1,5,null,null,null,null,null,null,null,null,null,null,FALSE
220198,5_B_10,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220199,6_B_01,3,summon_basic,null,null,null,null,null,1.5,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,200001,6,3,1,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220200,6_B_02,3,summon_basic,null,null,null,null,null,1.5,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,200001,6,3,1,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220201,6_B_03,1,projectile_basic,null,null,2,null,1.2,1.5,null,null,null,null,null,null,0,1.5,0.1,3,0.2,2,0,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220202,6_B_03,3,summon_basic,null,null,null,null,null,1.5,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,200001,6,3,1,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220203,6_B_04,1,projectile_basic,null,null,2,null,1.2,1.5,null,null,null,null,null,null,0,1.5,0.1,4,0.2,2,0,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220204,6_B_04,3,summon_basic,null,null,null,null,null,1.5,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,200001,6,3,1,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220205,6_B_04,3,summon_shield,20,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,200007,20,3,0,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220206,6_B_05,1,projectile_basic,null,null,2,null,1.2,1.5,null,null,null,null,null,null,0,1.5,0.1,5,0.2,2,0,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220207,6_B_05,3,summon_basic,null,null,null,null,null,1.5,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,200001,6,3,1,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220208,6_B_05,3,summon_shield,20,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,200007,20,3,0,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220209,6_B_05,2,area_safe,5,8,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,3,0.2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220210,6_B_06,1,projectile_basic,null,null,2,null,1.2,1.5,null,null,null,null,null,null,0,1.5,0.1,6,0.2,2,0,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220211,6_B_06,3,summon_basic,null,null,null,null,null,1.5,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,200001,6,3,0,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220212,6_B_06,3,summon_shield,20,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,200007,20,3,0,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220213,6_B_06,2,area_safe,5,8,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,3,0.2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220214,6_B_07,1,projectile_basic,null,null,2,null,1.2,1.5,null,null,null,null,null,null,0,1.5,0.1,7,0.2,2,0,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220215,6_B_07,3,summon_basic,null,null,null,null,null,1.5,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,200001,6,3,0,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220216,6_B_07,3,summon_shield,20,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,200007,20,3,1,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
